Country Name,Country Code,Year,R&D_Expenditure_%GDP,Researchers_per_Million,Patent_Applications
Australia,AUS,1996,1.66218,3353.7053,1797.0
Belgium,BEL,1996,1.74299,2477.43906,776.0
Bulgaria,BGR,1996,0.41826,1771.85422,316.0
Canada,CAN,1996,1.60682,3055.67247,2583.0
Switzerland,CHE,1996,2.37649,3130.03604,2504.0
China,CHN,1996,0.56324,447.0994,11628.0
Czechia,CZE,1996,0.88912,1258.0318,614.0
Germany,DEU,1996,2.14461,2801.62099,42322.0
Denmark,DNK,1996,1.80667,3180.15253,1309.0
East Asia & Pacific,EAS,1996,2.18445578216061,897.965464886747,424249.0
Europe & Central Asia,ECS,1996,1.64392778551766,2273.59941282051,163870.0
Ecuador,ECU,1996,0.07406,84.01608,7.0
Spain,ESP,1996,0.78753,1286.11531,2274.0
France,FRA,1996,2.2228,2656.27136,12916.0
United Kingdom,GBR,1996,1.5754,2485.75438,18184.0
Hungary,HUN,1996,0.63027,1009.14592,803.0
India,IND,1996,0.63905,153.94902,1661.0
Italy,ITA,1996,0.9459,1337.61364,6997.0
Japan,JPN,1996,2.64303,4906.38735,340101.0
"Korea, Rep.",KOR,1996,2.21616,2186.08907,68405.0
Sri Lanka,LKA,1996,0.18356,194.43149,50.0
Lithuania,LTU,1996,0.4917,2084.56665,100.0
Latvia,LVA,1996,0.39689,1149.21172,196.0
Mexico,MEX,1996,0.23838,217.03384,386.0
Malaysia,MYS,1996,0.21645,91.99322,221.0
North America,NAC,1996,2.38902998565091,3119.51353257458,109475.0
Netherlands,NLD,1996,1.84093,2277.62765,2348.0
Panama,PAN,1996,0.3101,113.61824,31.0
Poland,POL,1996,0.63937,1367.8676,2411.0
Portugal,PRT,1996,0.5495,1255.99385,86.0
Romania,ROU,1996,0.67472,1340.54887,1831.0
Russian Federation,RUS,1996,0.96592,3792.63573,18014.0
South Asia,SAS,1996,0.623488631237301,154.675615188746,1749.0
Singapore,SGP,1996,1.31991,2532.4262,224.0
Slovak Republic,SVK,1996,0.88963,1868.13993,195.0
Slovenia,SVN,1996,1.26473,2257.90178,288.0
Thailand,THA,1996,0.11918,101.45653,203.0
Turkiye,TUR,1996,0.45159,294.0892,189.0
United States,USA,1996,2.45013,3126.53057,106892.0
Zambia,ZMB,1996,0.01104,50.04499,6.0
Argentina,ARG,1997,0.41959,694.1551,824.0
Belgium,BEL,1997,1.80971,2582.2631,792.0
Bulgaria,BGR,1997,0.46548,1450.78139,394.0
Canada,CAN,1997,1.61386,3114.23872,3344.0
China,CHN,1997,0.63873,476.21305,12672.0
Czechia,CZE,1997,0.98819,1222.7761,579.0
Germany,DEU,1997,2.18832,2862.8306,44438.0
Denmark,DNK,1997,1.88914,3319.53904,1319.0
East Asia & Pacific,EAS,1997,2.25962381273574,882.953257066031,435329.0
Europe & Central Asia,ECS,1997,1.62807461368712,2233.55618705017,161961.0
Ecuador,ECU,1997,0.06263,78.17639,8.0
Spain,ESP,1997,0.77781,1336.11001,2237.0
France,FRA,1997,2.14699,2646.3481,13252.0
United Kingdom,GBR,1997,1.53729,2495.08042,17938.0
Greece,GRC,1997,0.4291,1034.83571,293.0
High income,HIC,1997,2.15516570799632,2921.84139386571,690700.0
Hungary,HUN,1997,0.69895,1083.88096,737.0
Iceland,ISL,1997,1.79808,4967.78663,22.0
Japan,JPN,1997,2.72177,4959.03285,350807.0
"Korea, Rep.",KOR,1997,2.2483,2241.82853,67359.0
Lithuania,LTU,1997,0.53667,2175.00297,125.0
Latvia,LVA,1997,0.36627,1067.30045,162.0
Mexico,MEX,1997,0.26404,229.69194,420.0
North Macedonia,MKD,1997,0.35911,606.0126,66.0
North America,NAC,1997,2.415147558048,3225.28950214987,122558.0
Nicaragua,NIC,1997,0.0651,71.26696,3.0
Netherlands,NLD,1997,1.84477,2427.11356,2391.0
Norway,NOR,1997,1.5935,3981.76176,1256.0
New Zealand,NZL,1997,1.05649,2200.13553,1572.0
Pakistan,PAK,1997,0.15565,70.9917,27.0
Poland,POL,1997,0.64315,1449.61312,2399.0
Portugal,PRT,1997,0.56374,1352.48105,71.0
Romania,ROU,1997,0.57451,1264.78609,1708.0
Russian Federation,RUS,1997,1.04374,3598.52212,15106.0
Singapore,SGP,1997,1.41564,2599.84477,288.0
Slovak Republic,SVK,1997,1.05108,1862.07768,224.0
Slovenia,SVN,1997,1.24643,2025.7301,266.0
Sweden,SWE,1997,3.27394,4169.89584,4130.0
Thailand,THA,1997,0.10214,73.08507,246.0
Turkiye,TUR,1997,0.49168,302.97728,203.0
United States,USA,1997,2.47714,3237.46993,119214.0
South Africa,ZAF,1997,0.52694,188.02634,355.0
Argentina,ARG,1998,0.41131,702.90202,861.0
Australia,AUS,1998,1.51351,3379.7753,1862.0
Austria,AUT,1998,1.73155,2347.32828,1957.0
Belgium,BEL,1998,1.83825,2707.1088,690.0
Bulgaria,BGR,1998,0.48223,1464.18095,274.0
Canada,CAN,1998,1.71051,3153.03798,3809.0
China,CHN,1998,0.64689,389.62565,13751.0
Czechia,CZE,1998,1.06022,1223.32114,624.0
Germany,DEU,1998,2.21613,2884.30523,46523.0
East Asia & Pacific,EAS,1998,2.22632710001629,870.800992244599,428311.0
Europe & Central Asia,ECS,1998,1.60444303553081,2173.29491784748,171753.0
Spain,ESP,1998,0.84804,1487.41148,2271.0
Estonia,EST,1998,0.56501,2102.37983,20.0
France,FRA,1998,2.09476,2654.5869,13251.0
United Kingdom,GBR,1998,1.54777,2694.02542,19530.0
High income,HIC,1998,2.16032520926217,2955.54339182854,706700.0
"Hong Kong SAR, China",HKG,1998,0.4283,1053.71375,128.0
Hungary,HUN,1998,0.65711,1142.65899,690.0
India,IND,1998,0.70379,116.49341,2247.0
Iceland,ISL,1998,1.95099,5191.01854,41.0
Japan,JPN,1998,2.82745,5164.5008,359381.0
"Korea, Rep.",KOR,1998,2.11026,2007.82828,50596.0
Lithuania,LTU,1998,0.54381,2369.25296,134.0
Latvia,LVA,1998,0.37922,1056.15768,195.0
Madagascar,MDG,1998,0.0938,13.98026,14.0
Mexico,MEX,1998,0.28519,219.74652,453.0
North Macedonia,MKD,1998,0.40842,676.75616,84.0
Malaysia,MYS,1998,0.39789,157.86504,193.0
North America,NAC,1998,2.44483914931237,3387.60203610383,138542.0
Netherlands,NLD,1998,1.74206,2478.35144,2451.0
Poland,POL,1998,0.65971,1465.27746,2407.0
Portugal,PRT,1998,0.62486,1450.22471,96.0
Romania,ROU,1998,0.49541,1230.48005,1299.0
Russian Federation,RUS,1998,0.95383,3333.54675,16454.0
South Asia,SAS,1998,0.70379,116.49341,2378.0
Singapore,SGP,1998,1.73707,2951.84056,311.0
Slovak Republic,SVK,1998,0.76541,1888.15391,213.0
Slovenia,SVN,1998,1.30515,2160.49912,288.0
Turkiye,TUR,1998,0.36198,298.97969,207.0
United States,USA,1998,2.49621,3413.24357,134733.0
Argentina,ARG,1999,0.45337,710.82614,899.0
Belgium,BEL,1999,1.90565,2910.88176,591.0
Bulgaria,BGR,1999,0.53688,1306.20445,282.0
Canada,CAN,1999,1.74985,3238.35328,4061.0
China,CHN,1999,0.74963,422.97614,15626.0
Czechia,CZE,1999,1.04957,1319.35303,596.0
Germany,DEU,1999,2.34779,3120.9,50029.0
Denmark,DNK,1999,2.12764,3565.39014,1656.0
East Asia & Pacific,EAS,1999,2.29546983317795,859.228160955119,436757.0
Europe & Central Asia,ECS,1999,1.69835347706285,2271.25667366714,191401.0
Spain,ESP,1999,0.83854,1512.15158,2439.0
Estonia,EST,1999,0.67708,2135.26422,13.0
France,FRA,1999,2.10767,2723.93306,13592.0
United Kingdom,GBR,1999,1.62269,2853.23907,21333.0
Greece,GRC,1999,0.56823,1378.09346,290.0
High income,HIC,1999,2.23384076119956,3015.54823951444,735400.0
"Hong Kong SAR, China",HKG,1999,0.45767,1205.55046,42.0
Croatia,HRV,1999,0.83179,1250.71645,246.0
Hungary,HUN,1999,0.67186,1228.7746,729.0
Iceland,ISL,1999,2.23506,5720.28444,35.0
Italy,ITA,1999,0.98065,1137.5056,6281.0
Japan,JPN,1999,2.84672,5201.03384,360180.0
"Korea, Rep.",KOR,1999,2.01567,2161.01827,55970.0
Lithuania,LTU,1999,0.50206,2415.60995,86.0
Latvia,LVA,1999,0.35183,1094.45031,91.0
Madagascar,MDG,1999,0.08342,14.41915,10.0
Mexico,MEX,1999,0.32719,227.07752,455.0
North Macedonia,MKD,1999,0.32809,663.60475,64.0
North America,NAC,1999,2.49138674706044,3455.02756173757,153312.0
Netherlands,NLD,1999,1.82282,2631.55841,2545.0
Norway,NOR,1999,1.60437,4115.69293,1335.0
New Zealand,NZL,1999,0.96387,2292.23305,1420.0
Poland,POL,1999,0.68055,1472.95828,2285.0
Portugal,PRT,1999,0.68121,1546.5656,81.0
Romania,ROU,1999,0.39832,1056.12086,1061.0
Russian Federation,RUS,1999,0.99623,3368.95669,19900.0
Singapore,SGP,1999,1.81624,3195.81732,374.0
Slovak Republic,SVK,1999,0.64475,1711.85647,213.0
Slovenia,SVN,1999,1.33688,2239.48814,261.0
Sweden,SWE,1999,3.38132,4508.76656,4142.0
Thailand,THA,1999,0.24836,168.24107,738.0
Turkiye,TUR,1999,0.45557,312.68431,276.0
Uruguay,URY,1999,0.22417,223.02794,27.0
United States,USA,1999,2.54362,3478.63413,149251.0
Argentina,ARG,2000,0.43884,713.92711,1062.0
Australia,AUS,2000,1.57198,3470.70203,1928.0
Belgium,BEL,2000,1.9362,2982.55342,577.0
Bulgaria,BGR,2000,0.49517,1179.69599,231.0
Brazil,BRA,2000,1.04751,298.53981,3179.0
Canada,CAN,2000,1.85848,3510.48256,4187.0
Switzerland,CHE,2000,2.26386,3643.69175,2083.0
China,CHN,2000,0.89316,549.57477,25346.0
Czechia,CZE,2000,1.10997,1352.21409,555.0
Germany,DEU,2000,2.40982,3154.48437,51736.0
East Asia & Pacific,EAS,2000,2.23158477402329,934.012770901935,490611.0
Europe & Central Asia,ECS,2000,1.68274403756978,2257.10025564865,204843.0
Spain,ESP,2000,0.88276,1874.09659,2710.0
Estonia,EST,2000,0.6,1902.60055,13.0
France,FRA,2000,2.09346,2902.95091,13870.0
United Kingdom,GBR,2000,1.60963,2893.37563,22050.0
High income,HIC,2000,2.29178280997533,3075.64508138173,804200.0
"Hong Kong SAR, China",HKG,2000,0.46493,1160.05084,51.0
Croatia,HRV,2000,1.0425,1554.71759,337.0
Hungary,HUN,2000,0.79096,1411.99814,810.0
Indonesia,IDN,2000,0.06769,209.65817,157.0
India,IND,2000,0.75699,110.62568,2206.0
Italy,ITA,2000,1.00364,1154.70198,7877.0
Japan,JPN,2000,2.85841,5102.41299,387364.0
"Korea, Rep.",KOR,2000,2.12519,2324.08478,72831.0
Latin America & Caribbean,LCN,2000,0.55768548066503,298.460538992096,5272.0
Sri Lanka,LKA,2000,0.14392,132.70514,71.0
Lithuania,LTU,2000,0.58553,2215.11542,66.0
Luxembourg,LUX,2000,1.58314,3800.20738,85.0
Latvia,LVA,2000,0.43483,1600.9967,98.0
Madagascar,MDG,2000,0.10032,14.76191,7.0
Mexico,MEX,2000,0.29205,227.09051,431.0
North Macedonia,MKD,2000,0.41888,645.46332,71.0
Malaysia,MYS,2000,0.46899,282.98354,206.0
North America,NAC,2000,2.56826146539229,3490.0542408194,168982.0
Netherlands,NLD,2000,1.7898,2637.93221,2465.0
Panama,PAN,2000,0.36264,95.9425,7.0
Poland,POL,2000,0.64078,1441.97757,2404.0
Portugal,PRT,2000,0.72156,1633.81566,81.0
Romania,ROU,2000,0.36626,926.23746,1003.0
Russian Federation,RUS,2000,1.04983,3446.16801,23377.0
South Asia,SAS,2000,0.736011405769646,111.021125572941,2393.0
Singapore,SGP,2000,1.81699,4167.62655,516.0
Slovak Republic,SVK,2000,0.63807,1850.51312,236.0
Slovenia,SVN,2000,1.35982,2183.7261,307.0
Turkiye,TUR,2000,0.46558,355.04829,277.0
Upper middle income,UMC,2000,0.63137398743174,463.636602751412,60000.0
Uruguay,URY,2000,0.20925,282.62753,44.0
United States,USA,2000,2.61983,3487.83262,164795.0
Uzbekistan,UZB,2000,0.36063,665.80742,755.0
World,WLD,2000,2.04573676067332,1076.26394147649,874800.0
Argentina,ARG,2001,0.42461,685.59721,691.0
Belgium,BEL,2001,2.03279,3140.73254,571.0
Bulgaria,BGR,2001,0.44709,1157.05434,283.0
Brazil,BRA,2001,1.06198,341.27926,3439.0
Canada,CAN,2001,2.02117,3688.26825,3963.0
China,CHN,2001,0.94033,582.78825,30038.0
Czechia,CZE,2001,1.09871,1465.05243,568.0
Germany,DEU,2001,2.40437,3230.26868,49989.0
Denmark,DNK,2001,2.32466,3636.56281,1757.0
East Asia & Pacific,EAS,2001,2.27732981766751,910.541777717813,496382.0
Europe & Central Asia,ECS,2001,1.71907494289934,2330.85842484525,200690.0
Ecuador,ECU,2001,0.05448,40.16034,7.0
Spain,ESP,2001,0.88833,1947.04358,2528.0
Estonia,EST,2001,0.69839,1924.96306,18.0
France,FRA,2001,2.13804,2971.39049,13499.0
United Kingdom,GBR,2001,1.59545,3078.40932,21423.0
Greece,GRC,2001,0.55948,1329.34234,385.0
High income,HIC,2001,2.32406387645219,3154.07013640274,816900.0
"Hong Kong SAR, China",HKG,2001,0.53645,1355.89935,74.0
Croatia,HRV,2001,0.91762,1549.19173,362.0
Hungary,HUN,2001,0.9131,1440.86103,919.0
Indonesia,IDN,2001,0.04756,196.3356,212.0
Iceland,ISL,2001,2.83989,6560.18798,49.0
Japan,JPN,2001,2.92348,5136.2064,386767.0
"Korea, Rep.",KOR,2001,2.27865,2906.71111,73714.0
Latin America & Caribbean,LCN,2001,0.531166115066444,308.037555218886,5155.0
Lithuania,LTU,2001,0.66762,2313.80264,68.0
Latvia,LVA,2001,0.40263,1485.32998,117.0
Mexico,MEX,2001,0.30815,235.3859,534.0
North Macedonia,MKD,2001,0.2931,601.44074,66.0
North America,NAC,2001,2.59694140003108,3544.87528291696,181476.0
Netherlands,NLD,2001,1.79609,2828.29837,2110.0
Norway,NOR,2001,1.5602,4371.19907,1189.0
New Zealand,NZL,2001,1.10029,2669.46316,1768.0
Poland,POL,2001,0.62159,1467.79064,2202.0
Portugal,PRT,2001,0.76482,1717.30179,107.0
Paraguay,PRY,2001,0.06699,93.41644,12.0
Romania,ROU,2001,0.39129,897.21217,1128.0
Russian Federation,RUS,2001,1.17694,3452.78814,24777.0
Singapore,SGP,2001,2.0093,4103.63436,524.0
Slovak Republic,SVK,2001,0.62465,1781.46308,246.0
Slovenia,SVN,2001,1.46767,2262.53562,301.0
Sweden,SWE,2001,3.8738,5177.98913,3926.0
Thailand,THA,2001,0.25231,279.59954,534.0
Turkiye,TUR,2001,0.52247,344.81485,337.0
Upper middle income,UMC,2001,0.640780254060891,474.739957559867,66900.0
United States,USA,2001,2.63715,3529.26596,177513.0
Uzbekistan,UZB,2001,0.34544,618.85551,803.0
South Africa,ZAF,2001,0.64224,299.48395,966.0
Argentina,ARG,2002,0.38886,689.51093,718.0
Australia,AUS,2002,1.74654,3755.80266,2364.0
Austria,AUT,2002,2.06598,2992.22105,1932.0
Belgium,BEL,2002,1.90325,2974.5959,601.0
Bulgaria,BGR,2002,0.46473,1168.80197,289.0
Brazil,BRA,2002,1.00968,403.16475,3481.0
Canada,CAN,2002,1.97171,3695.33994,3959.0
China,CHN,2002,1.05786,631.73478,39806.0
Czechia,CZE,2002,1.09819,1463.13284,526.0
Germany,DEU,2002,2.43622,3240.75467,47598.0
Denmark,DNK,2002,2.44145,4758.77798,1815.0
East Asia & Pacific,EAS,2002,2.24274721477805,978.439383939929,492283.0
Europe & Central Asia,ECS,2002,1.69563023191135,2339.59243333508,190235.0
Ecuador,ECU,2002,0.0584,42.23367,13.0
Spain,ESP,2002,0.95971,2014.3626,2763.0
Estonia,EST,2002,0.71203,2210.91668,19.0
France,FRA,2002,2.17449,3100.95366,13519.0
United Kingdom,GBR,2002,1.61383,3335.62719,20624.0
High income,HIC,2002,2.26513628543696,3166.1510428792,805800.0
"Hong Kong SAR, China",HKG,2002,0.58147,1564.3458,112.0
Croatia,HRV,2002,0.94087,1990.8424,328.0
Hungary,HUN,2002,0.98355,1473.69545,842.0
Japan,JPN,2002,2.96514,4891.16889,369458.0
"Korea, Rep.",KOR,2002,2.20774,3007.81714,76570.0
Latin America & Caribbean,LCN,2002,0.515499326115108,357.673708656542,5387.0
Lithuania,LTU,2002,0.65755,1830.39639,85.0
Latvia,LVA,2002,0.40843,1486.06326,150.0
Madagascar,MDG,2002,0.20173,45.57217,4.0
Mexico,MEX,2002,0.33745,308.76297,526.0
North Macedonia,MKD,2002,0.24461,562.07826,42.0
Malta,MLT,2002,0.2502,672.92087,22.0
Malaysia,MYS,2002,0.65254,300.56079,322.0
North America,NAC,2002,2.50998677048489,3588.62227353779,188204.0
Netherlands,NLD,2002,1.74543,2701.16441,2122.0
Philippines,PHL,2002,0.13263,53.17147,149.0
Poland,POL,2002,0.55675,1483.34389,2313.0
Portugal,PRT,2002,0.72183,1827.5988,130.0
Paraguay,PRY,2002,0.07493,87.04033,11.0
Romania,ROU,2002,0.37721,928.25307,1478.0
Russian Federation,RUS,2002,1.24652,3375.24439,23712.0
Singapore,SGP,2002,2.03282,4363.37967,624.0
Slovak Republic,SVK,2002,0.56314,1706.99261,259.0
Slovenia,SVN,2002,1.44325,2331.11354,300.0
Turkiye,TUR,2002,0.50904,360.00407,414.0
Upper middle income,UMC,2002,0.718971313662552,568.25212500713,76000.0
Uruguay,URY,2002,0.23818,378.96957,30.0
United States,USA,2002,2.54745,3576.98706,184245.0
Uzbekistan,UZB,2002,0.29356,635.0763,715.0
Viet Nam,VNM,2002,0.19273,119.01999,69.0
Argentina,ARG,2003,0.41013,715.84326,792.0
Belgium,BEL,2003,1.84119,2985.44684,519.0
Bulgaria,BGR,2003,0.47222,1224.19554,278.0
Bosnia and Herzegovina,BIH,2003,0.01826,55.34689,32.0
Brazil,BRA,2003,0.99939,428.48507,3866.0
Canada,CAN,2003,1.96781,3888.4744,3929.0
China,CHN,2003,1.12037,667.9285,56769.0
Costa Rica,CRI,2003,0.3619,133.40471,33.0
Cyprus,CYP,2003,0.31834,686.54374,12.0
Czechia,CZE,2003,1.1421,1543.13456,625.0
Germany,DEU,2003,2.47461,3275.18656,47818.0
Denmark,DNK,2003,2.51085,4621.86049,1772.0
East Asia & Pacific,EAS,2003,2.32503774514453,1065.63443378871,512027.0
Europe & Central Asia,ECS,2003,1.72105760672388,2399.19395134292,196039.0
Ecuador,ECU,2003,0.06007,48.66397,7.0
Spain,ESP,2003,1.02373,2195.10581,2813.0
Estonia,EST,2003,0.76465,2193.7335,18.0
France,FRA,2003,2.11994,3184.63585,13511.0
United Kingdom,GBR,2003,1.58131,3631.25708,20426.0
Greece,GRC,2003,0.54654,1433.39172,393.0
High income,HIC,2003,2.23553629692652,3278.62344434436,821000.0
"Hong Kong SAR, China",HKG,2003,0.68027,1972.70024,107.0
Croatia,HRV,2003,0.94069,1361.17206,387.0
Hungary,HUN,2003,0.91883,1499.67591,756.0
Iceland,ISL,2003,2.7055,6643.65474,57.0
Japan,JPN,2003,2.9932,5113.02549,358184.0
"Korea, Rep.",KOR,2003,2.27722,3189.96825,90313.0
Latin America & Caribbean,LCN,2003,0.551250258098545,382.764632435085,5786.0
Lithuania,LTU,2003,0.66413,1924.81452,64.0
Luxembourg,LUX,2003,1.6235,4345.49954,16.0
Latvia,LVA,2003,0.3593,1392.33083,91.0
Moldova,MDA,2003,0.32405,756.43007,293.0
Madagascar,MDG,2003,0.2907,45.70833,3.0
Mexico,MEX,2003,0.37454,328.13432,468.0
North Macedonia,MKD,2003,0.21064,537.99609,48.0
North America,NAC,2003,2.50792931743028,3789.80023355823,192870.0
Netherlands,NLD,2003,1.7839,2681.97594,2288.0
Norway,NOR,2003,1.67572,4513.7416,1079.0
New Zealand,NZL,2003,1.14891,3100.17298,1845.0
Philippines,PHL,2003,0.12527,69.84969,141.0
Poland,POL,2003,0.53806,1533.19754,2268.0
Portugal,PRT,2003,0.69802,1939.08763,125.0
Paraguay,PRY,2003,0.06135,86.56907,12.0
Romania,ROU,2003,0.39708,966.74922,881.0
Russian Federation,RUS,2003,1.28603,3335.95046,24969.0
Singapore,SGP,2003,1.99679,4835.52476,626.0
Slovak Republic,SVK,2003,0.56145,1790.43354,210.0
Slovenia,SVN,2003,1.24792,1895.25158,310.0
Sweden,SWE,2003,3.57948,5389.38189,3025.0
Thailand,THA,2003,0.24534,280.52762,802.0
Turkiye,TUR,2003,0.46532,484.24236,489.0
Upper middle income,UMC,2003,0.757730968641074,587.614458768993,95600.0
United States,USA,2003,2.55015,3779.03771,188941.0
Uzbekistan,UZB,2003,0.26825,592.78249,931.0
South Africa,ZAF,2003,0.6765,292.80758,922.0
Argentina,ARG,2004,0.40376,763.13901,786.0
Australia,AUS,2004,1.84802,4073.65927,2559.0
Austria,AUT,2004,2.16612,3186.95396,2248.0
Belgium,BEL,2004,1.8205,3116.44787,514.0
Bulgaria,BGR,2004,0.47086,1263.77329,263.0
Bosnia and Herzegovina,BIH,2004,0.0159,57.25219,50.0
Brazil,BRA,2004,0.96343,489.27106,4044.0
Canada,CAN,2004,1.99734,4076.68444,5231.0
Switzerland,CHE,2004,2.60818,3451.74588,1742.0
China,CHN,2004,1.21498,713.42588,65786.0
Costa Rica,CRI,2004,0.37288,110.07807,26.0
Cyprus,CYP,2004,0.33564,806.48173,9.0
Czechia,CZE,2004,1.13935,1589.73189,623.0
Germany,DEU,2004,2.43519,3290.96185,48448.0
Denmark,DNK,2004,2.41916,4847.79783,1877.0
East Asia & Pacific,EAS,2004,2.31143275351374,1220.68347119439,546382.0
Europe & Central Asia,ECS,2004,1.69618269506152,2518.30559059584,199480.0
Spain,ESP,2004,1.04089,2356.18397,2871.0
Estonia,EST,2004,0.84584,2465.56876,27.0
Finland,FIN,2004,3.30907,7855.56192,2011.0
France,FRA,2004,2.09461,3320.66694,14230.0
United Kingdom,GBR,2004,1.53089,3818.23524,19178.0
High income,HIC,2004,2.18105982466653,3337.5975573945,851300.0
"Hong Kong SAR, China",HKG,2004,0.72176,2122.33356,127.0
Croatia,HRV,2004,1.02002,1657.56476,385.0
Hungary,HUN,2004,0.8599,1476.26637,748.0
Japan,JPN,2004,2.98125,5117.27802,368416.0
"Korea, Rep.",KOR,2004,2.44214,3281.04385,105250.0
Sri Lanka,LKA,2004,0.1821,133.79126,120.0
Lithuania,LTU,2004,0.7514,2164.46077,70.0
Luxembourg,LUX,2004,1.58819,4461.66893,23.0
Latvia,LVA,2004,0.3984,1459.48929,108.0
Monaco,MCO,2004,0.03787,278.23291,7.0
Moldova,MDA,2004,0.34903,755.38437,297.0
Madagascar,MDG,2004,0.1926,46.25,16.0
Mexico,MEX,2004,0.37053,383.11111,565.0
North Macedonia,MKD,2004,0.23237,512.77378,44.0
Malaysia,MYS,2004,0.5999,507.42811,522.0
North America,NAC,2004,2.44891150793873,3680.3695172631,194767.0
Netherlands,NLD,2004,1.78901,2951.21244,2187.0
Norway,NOR,2004,1.53975,4514.09712,1142.0
Poland,POL,2004,0.5525,1595.82994,2381.0
Portugal,PRT,2004,0.7293,1975.6442,123.0
Paraguay,PRY,2004,0.06066,92.40942,18.0
Romania,ROU,2004,0.38942,988.65988,937.0
Russian Federation,RUS,2004,1.15133,3283.69795,22985.0
Singapore,SGP,2004,2.07859,5164.84335,641.0
Slovak Republic,SVK,2004,0.50069,1993.83051,215.0
Slovenia,SVN,2004,1.37026,2021.91495,342.0
Sweden,SWE,2004,3.36129,5434.9691,2768.0
Turkiye,TUR,2004,0.49713,496.59332,682.0
Upper middle income,UMC,2004,0.791335566424341,647.741632653206,104800.0
United States,USA,2004,2.48686,3637.14002,189536.0
Uzbekistan,UZB,2004,0.27041,583.10334,273.0
South Africa,ZAF,2004,0.72681,367.54743,956.0
Argentina,ARG,2005,0.42074,816.8412,1054.0
Austria,AUT,2005,2.37324,3470.7262,2270.0
Belgium,BEL,2005,1.79061,3173.07923,517.0
Bulgaria,BGR,2005,0.44269,1301.70634,261.0
Bosnia and Herzegovina,BIH,2005,0.02697,61.48538,66.0
Brazil,BRA,2005,1.00246,515.766,4054.0
Canada,CAN,2005,1.97127,4234.36344,5183.0
China,CHN,2005,1.30792,856.65892,93485.0
Cyprus,CYP,2005,0.36727,930.33788,20.0
Czechia,CZE,2005,1.161,2353.41029,586.0
Germany,DEU,2005,2.44193,3315.75626,48367.0
Denmark,DNK,2005,2.39337,5207.24681,1658.0
Algeria,DZA,2005,0.06367,170.18968,59.0
East Asia & Pacific,EAS,2005,2.39353265085718,1249.43827056641,596811.0
Europe & Central Asia,ECS,2005,1.65131109968889,2570.083702912,200131.0
Spain,ESP,2005,1.09956,2516.19827,3040.0
Estonia,EST,2005,0.91705,2451.18781,23.0
Ethiopia,ETH,2005,0.17917,20.82551,1.0
Finland,FIN,2005,3.3237,7558.69966,1830.0
France,FRA,2005,2.05151,3297.84746,14327.0
United Kingdom,GBR,2005,1.55004,4117.74512,17833.0
Greece,GRC,2005,0.57896,1787.19397,462.0
Guatemala,GTM,2005,0.03556,29.96244,17.0
High income,HIC,2005,2.18926001105738,3383.09718991529,886700.0
"Hong Kong SAR, China",HKG,2005,0.77343,2612.0206,156.0
Croatia,HRV,2005,0.84776,1327.97321,363.0
Hungary,HUN,2005,0.91951,1575.84829,705.0
India,IND,2005,0.82411,135.14649,4721.0
Iceland,ISL,2005,2.67969,7337.75322,47.0
Japan,JPN,2005,3.13092,5322.47485,367960.0
"Korea, Rep.",KOR,2005,2.5229,3763.23464,122188.0
Latin America & Caribbean,LCN,2005,0.582472196125068,461.238916110719,6517.0
Lithuania,LTU,2005,0.74821,2276.39834,68.0
Luxembourg,LUX,2005,1.55873,4826.35315,24.0
Latvia,LVA,2005,0.52707,1458.12295,112.0
"Macao SAR, China",MAC,2005,0.0876,608.64833,3.0
Monaco,MCO,2005,0.03821,309.90455,2.0
Moldova,MDA,2005,0.39865,717.41311,377.0
Madagascar,MDG,2005,0.15096,46.56194,7.0
Mexico,MEX,2005,0.38103,417.90546,584.0
North Macedonia,MKD,2005,0.22825,532.93852,53.0
North America,NAC,2005,2.45812840084043,3626.59330932403,213050.0
Netherlands,NLD,2005,1.77388,2908.98454,2217.0
Norway,NOR,2005,1.47715,4602.55542,1143.0
New Zealand,NZL,2005,1.12043,3159.23406,1893.0
Pakistan,PAK,2005,0.32946,73.17722,143.0
Philippines,PHL,2005,0.10692,79.06465,210.0
Poland,POL,2005,0.56278,1629.60294,2028.0
Portugal,PRT,2005,0.75755,2013.3272,158.0
Paraguay,PRY,2005,0.06091,77.36216,24.0
Romania,ROU,2005,0.41262,1077.55642,916.0
Russian Federation,RUS,2005,1.06797,3206.1882,23644.0
South Asia,SAS,2005,0.82411,135.14649,5063.0
Singapore,SGP,2005,2.14806,5650.62317,569.0
Slovak Republic,SVK,2005,0.49332,2031.13681,155.0
Slovenia,SVN,2005,1.41778,2634.49569,344.0
Sweden,SWE,2005,3.35958,6103.30894,2522.0
Thailand,THA,2005,0.21889,311.93079,891.0
Turkiye,TUR,2005,0.56381,567.50023,928.0
Upper middle income,UMC,2005,0.856554264708999,732.08513256127,135300.0
United States,USA,2005,2.50193,3560.28174,207867.0
Uzbekistan,UZB,2005,0.23741,638.4791,264.0
"Venezuela, RB",VEN,2005,0.18907,122.2736,121.0
World,WLD,2005,1.9513361774484,1190.14252936741,1038800.0
South Africa,ZAF,2005,0.77024,351.38625,1003.0
Argentina,ARG,2006,0.45216,888.89168,1020.0
Australia,AUS,2006,2.17862,4269.01789,2837.0
Austria,AUT,2006,2.35923,3536.82275,2271.0
Belgium,BEL,2006,1.82269,3318.08595,490.0
